TransactionId,AccountId,Timestamp,Amount,MerchantCategory,TransactionHour,DistanceFromHomeKm,IsOnline,IsInternational,BalanceAfterTransaction
TXN-0000815,ACC-2931,2025-08-08 09:02:54,52.19,ATM,17,34.8,0,0,12197.47
TXN-0000816,ACC-6898,2024-03-20 21:00:39,32.07,Electronics,15,37.7,1,0,33901
TXN-0000817,ACC-6332,2025-08-17 16:08:54,288.95,Restaurant,7,10.4,0,0,35619.32
TXN-0000818,ACC-9681,2025-09-27 13:10:42,137.47,Travel,15,2.6,1,0,34637.09
TXN-0000819,ACC-6309,2025-06-17 08:12:33,400.5,Online,16,35.8,0,0,14998.15
TXN-0000820,ACC-9778,2025-12-14 06:53:12,201.39,Gas,16,36.7,1,0,34286.17
TXN-0000821,ACC-4269,2025-02-24 00:09:39,373.38,Travel,18,42.6,0,0,6476.07
TXN-0000822,ACC-6927,2024-11-21 20:11:45,266.55,Electronics,8,5.1,0,0,29074.37
TXN-0000823,ACC-3750,2024-01-03 23:04:27,55.48,ATM,7,9.8,0,0,41453.23
TXN-0000824,ACC-7747,2024-12-20 23:02:15,194.07,Restaurant,19,30.6,0,0,11014.05
TXN-0000825,ACC-6058,2024-05-09 08:11:59,38.53,Grocery,16,23.5,1,0,3922.79
TXN-0000826,ACC-3723,2025-09-03 21:03:30,469.79,Grocery,12,6.7,1,0,7356.79
TXN-0000827,ACC-5668,2025-06-08 01:59:48,307.38,Gas,11,7.9,0,0,28995.69
TXN-0000828,ACC-7493,2024-08-08 00:01:33,232.19,Online,16,38.3,0,0,48363.8
TXN-0000829,ACC-4995,2024-05-06 23:54:31,344.32,Gas,19,15.7,1,0,29207.13
TXN-0000830,ACC-1858,2025-06-19 04:30:33,161.92,Restaurant,8,23.9,1,0,11122.12
TXN-0000831,ACC-7046,2025-08-13 23:42:39,258.79,Restaurant,10,26.3,1,0,44081.35
TXN-0000832,ACC-6023,2024-12-05 11:32:59,251.7,Electronics,6,30.7,1,0,22036.23
TXN-0000833,ACC-3156,2024-07-17 19:02:56,195.89,Grocery,16,27.6,0,0,39058.42
TXN-0000834,ACC-4523,2024-07-24 14:44:44,24.63,Electronics,13,2,0,0,23850.9
TXN-0000835,ACC-5641,2025-03-11 14:36:32,50.81,ATM,19,35.1,1,0,11441.13
TXN-0000836,ACC-2849,2025-10-13 04:31:32,296.42,Gas,11,48.6,0,0,19237.17
TXN-0000837,ACC-4142,2025-04-02 05:23:15,5171.32,Electronics,2,213,1,1,44018.53
TXN-0000838,ACC-9089,2024-08-01 12:09:04,456.28,Grocery,11,7.4,0,0,3330.22
TXN-0000839,ACC-1138,2025-02-01 02:39:43,67.24,Restaurant,8,12.9,0,0,41108.01
TXN-0000840,ACC-9631,2025-03-05 21:34:41,284.06,Restaurant,16,5.5,0,0,44624.98
TXN-0000841,ACC-1503,2025-02-08 22:36:01,48.91,Grocery,22,2.6,0,0,43376.17
TXN-0000842,ACC-9505,2024-01-04 21:03:19,373.91,Online,16,18,0,0,29199.66
TXN-0000843,ACC-9261,2025-01-27 20:50:35,349.79,Travel,9,46,1,1,25657.94
TXN-0000844,ACC-4574,2024-11-20 10:46:18,259.29,Travel,11,6.1,1,0,25558.2
TXN-0000845,ACC-4683,2025-12-24 10:11:28,268.02,Grocery,18,48.1,0,0,-62.22
TXN-0000846,ACC-6706,2025-02-15 18:17:21,486.22,Restaurant,21,14.8,0,1,13177.37
TXN-0000847,ACC-2739,2024-08-27 14:59:32,381.95,Travel,18,42.6,0,0,35240.06
TXN-0000848,ACC-5954,2025-06-26 09:17:37,94.86,ATM,6,12.2,1,0,28538.41
TXN-0000849,ACC-6662,2025-08-09 02:28:02,290.55,Online,11,30.6,0,0,38326.98
TXN-0000850,ACC-5975,2025-07-04 03:24:05,473.15,Travel,16,18.9,0,0,7561.87
TXN-0000851,ACC-7127,2025-10-12 19:39:47,449.38,Online,20,26,1,1,39552.71
TXN-0000852,ACC-8131,2024-03-12 02:50:02,412.67,Restaurant,22,19.2,0,0,6333.51
TXN-0000853,ACC-7764,2024-02-14 02:38:25,211.48,ATM,12,31.3,0,0,20583.7
TXN-0000854,ACC-8486,2024-10-17 22:44:39,248.31,Grocery,16,19.3,1,0,41696.13
TXN-0000855,ACC-9184,2025-01-24 15:00:32,2498.64,Online,4,956,0,0,11520.26
TXN-0000856,ACC-9211,2025-08-25 23:01:09,172.54,Gas,19,15.5,1,0,38107.55
TXN-0000857,ACC-7693,2025-05-21 11:41:48,226.95,Online,21,14.2,0,0,32956.1
TXN-0000858,ACC-8335,2025-02-23 14:49:42,123.59,Travel,7,7.5,1,1,43492.12
TXN-0000859,ACC-3049,2025-03-07 20:39:20,164.89,ATM,22,6.8,0,0,21609.15
TXN-0000860,ACC-6387,2025-02-13 00:10:56,170.83,ATM,13,10.9,0,0,48385.16
TXN-0000861,ACC-7710,2025-08-16 07:06:51,491.18,Grocery,19,13.1,0,0,7922.84
TXN-0000862,ACC-2757,2024-10-28 01:57:00,324.62,Restaurant,20,24.5,0,0,22665.46
TXN-0000863,ACC-3922,2024-01-01 10:56:32,2171.91,Grocery,2,1376,1,0,37681.69
TXN-0000864,ACC-5690,2024-01-28 03:25:59,135.32,Gas,19,9.9,0,0,33814.9
TXN-0000865,ACC-7079,2024-05-11 09:01:25,382.92,ATM,12,3.1,0,0,12113.99
TXN-0000866,ACC-6433,2025-10-28 18:30:46,326.67,Travel,21,37.4,1,0,27829.04
TXN-0000867,ACC-2358,2024-04-22 03:36:26,439.1,Travel,13,40.1,0,0,15201.06
TXN-0000868,ACC-9831,2024-05-21 06:26:45,154.21,Grocery,21,29.3,1,0,6346.89
TXN-0000869,ACC-1792,2024-01-22 12:04:30,258.28,ATM,18,10.4,1,0,45055.04
TXN-0000870,ACC-4531,2025-05-03 09:15:46,372.86,Online,16,11.2,0,0,43128.52
TXN-0000871,ACC-7176,2024-08-12 03:03:33,452.77,Travel,7,16.4,0,0,16607.83
TXN-0000872,ACC-4148,2024-05-13 17:40:09,95.17,Restaurant,15,27.3,1,0,36726.78
TXN-0000873,ACC-8661,2024-04-20 13:32:34,113.29,ATM,8,3.8,0,0,40169.77
TXN-0000874,ACC-4329,2024-08-09 11:10:20,133.9,Travel,13,19.9,0,0,42648.92
TXN-0000875,ACC-9932,2025-07-13 08:02:10,420.67,Travel,20,35.4,0,0,31218.24
TXN-0000876,ACC-5194,2024-06-18 01:25:23,498.8,Online,13,22.9,1,0,44809.16
TXN-0000877,ACC-6031,2025-04-18 02:03:09,457.1,Electronics,19,19.7,0,0,4710.94
TXN-0000878,ACC-7719,2025-06-06 23:03:57,58.79,Restaurant,21,10,0,0,19839.83
TXN-0000879,ACC-6741,2024-04-16 03:26:22,280.44,Travel,16,23.2,0,0,44665.48
TXN-0000880,ACC-4246,2025-01-28 09:24:11,413.97,Grocery,16,45.4,0,0,16946.03
