QueryId,ProductId,QueryText,ProductTitle,CategoryMatch,Price,ReviewScore,SalesRank,ClickCount30d,CartAdds30d,RelevanceScore
QRY-344,PRD-000779,laptop 16gb ram,TechBook 16 Laptop,1,369.17,2.6,42877,714,516,1
QRY-985,PRD-000780,wireless headphones,NovaSound Pro Headphones,0,344.77,2.7,13192,1097,619,0.777
QRY-467,PRD-000781,running shoes men,TrailMax Running Shoes,1,22.77,4.4,33115,3880,313,1
QRY-258,PRD-000782,wireless headphones,TrailMax Running Shoes,0,410.65,4.4,43279,4423,794,0.9623
QRY-391,PRD-000783,organic coffee beans,TrailMax Running Shoes,0,319.12,3,30528,1956,375,0.6546
QRY-906,PRD-000784,organic coffee beans,TrailMax Running Shoes,1,628.54,4.5,9373,2980,274,1
QRY-122,PRD-000785,wireless headphones,Mountain Roast Coffee,1,719.21,4.1,1724,1386,768,1
QRY-446,PRD-000786,wireless headphones,EcoTherm Smart Stat,0,487.22,4.4,3070,1774,68,1
QRY-524,PRD-000787,organic coffee beans,TrailMax Running Shoes,0,39.02,3,12125,3748,750,0.6787
QRY-468,PRD-000788,wireless headphones,EcoTherm Smart Stat,1,762.96,3.4,6239,277,146,1
QRY-307,PRD-000789,smart thermostat,TrailMax Running Shoes,1,277.23,3.1,5531,2821,255,1
QRY-234,PRD-000790,running shoes men,TrailMax Running Shoes,0,565.03,3.8,16783,2225,531,0.7674
QRY-259,PRD-000791,smart thermostat,TechBook 16 Laptop,0,274.64,3.9,14643,4338,512,1
QRY-451,PRD-000792,running shoes men,NovaSound Pro Headphones,1,589.3,3.3,22264,928,594,1
QRY-129,PRD-000793,laptop 16gb ram,Mountain Roast Coffee,1,737.86,4,47342,3051,486,1
QRY-853,PRD-000794,running shoes men,TrailMax Running Shoes,0,341.07,3.6,27178,3567,731,0.8976
QRY-843,PRD-000795,running shoes men,EcoTherm Smart Stat,0,445.42,2.7,21124,4457,532,0.7775
QRY-605,PRD-000796,smart thermostat,TechBook 16 Laptop,0,113.28,4.1,26335,3033,743,1
QRY-113,PRD-000797,laptop 16gb ram,EcoTherm Smart Stat,0,750.11,2.9,26387,3102,281,0.8196
QRY-489,PRD-000798,wireless headphones,TrailMax Running Shoes,0,648.19,2.7,10030,4934,418,0.7797
QRY-653,PRD-000799,smart thermostat,EcoTherm Smart Stat,0,32.09,4.4,28031,1733,60,1
QRY-858,PRD-000800,smart thermostat,NovaSound Pro Headphones,1,17.38,3.7,37880,4396,89,1
QRY-511,PRD-000801,organic coffee beans,TechBook 16 Laptop,1,750.34,3.3,20077,281,622,1
QRY-252,PRD-000802,running shoes men,TrailMax Running Shoes,0,757.01,4.7,14831,2719,755,1
QRY-868,PRD-000803,wireless headphones,TechBook 16 Laptop,1,210.33,2.7,14428,1286,663,0.9905
QRY-842,PRD-000804,laptop 16gb ram,Mountain Roast Coffee,1,391.82,3.3,45320,1249,203,1
QRY-435,PRD-000805,laptop 16gb ram,Mountain Roast Coffee,0,573.14,3.9,44617,4940,403,0.9997
QRY-694,PRD-000806,laptop 16gb ram,TrailMax Running Shoes,1,96.45,3.5,25030,2831,368,1
QRY-613,PRD-000807,organic coffee beans,TrailMax Running Shoes,1,893.6,3.2,39152,3280,550,1
QRY-662,PRD-000808,wireless headphones,Mountain Roast Coffee,1,713.02,3.6,19230,1391,72,1
QRY-569,PRD-000809,smart thermostat,TrailMax Running Shoes,0,365.43,2.6,42954,3547,327,0.8175
QRY-594,PRD-000810,organic coffee beans,NovaSound Pro Headphones,1,922.79,4.6,8905,2359,352,1
QRY-182,PRD-000811,laptop 16gb ram,EcoTherm Smart Stat,1,30.94,2.9,43554,2399,409,1
QRY-177,PRD-000812,laptop 16gb ram,EcoTherm Smart Stat,0,825.47,4.3,2846,1649,442,1
QRY-338,PRD-000813,smart thermostat,TrailMax Running Shoes,1,180.44,3,21260,2113,692,1
QRY-650,PRD-000814,running shoes men,NovaSound Pro Headphones,1,875.85,4.1,36591,4,51,1
QRY-346,PRD-000815,wireless headphones,EcoTherm Smart Stat,0,53.77,3.8,6929,2848,151,0.9427
QRY-434,PRD-000816,running shoes men,TrailMax Running Shoes,0,132.07,2.9,31490,147,709,0.7835
QRY-967,PRD-000817,laptop 16gb ram,NovaSound Pro Headphones,1,248.85,2.7,1229,2431,282,1
QRY-375,PRD-000818,wireless headphones,Mountain Roast Coffee,1,366.35,3.6,22187,4744,602,1
QRY-502,PRD-000819,organic coffee beans,TrailMax Running Shoes,1,664.93,4.4,46808,569,590,1
QRY-441,PRD-000820,smart thermostat,TechBook 16 Laptop,0,592.69,2.8,21009,3480,655,0.7571
QRY-531,PRD-000821,wireless headphones,TechBook 16 Laptop,1,768.6,2.8,3440,4352,125,1
QRY-390,PRD-000822,laptop 16gb ram,NovaSound Pro Headphones,0,993.22,4.4,19507,1542,16,1
QRY-690,PRD-000823,smart thermostat,TechBook 16 Laptop,1,712.99,3.5,17842,4653,597,1
QRY-571,PRD-000824,smart thermostat,TrailMax Running Shoes,0,717.66,4.1,27764,4426,409,0.9973
QRY-781,PRD-000825,laptop 16gb ram,Mountain Roast Coffee,1,456.04,4.8,38422,27,198,1
QRY-150,PRD-000826,running shoes men,TrailMax Running Shoes,1,327.22,2.7,12909,2727,48,1
QRY-396,PRD-000827,laptop 16gb ram,NovaSound Pro Headphones,0,438.87,4.8,34369,4618,429,1
QRY-128,PRD-000828,smart thermostat,EcoTherm Smart Stat,1,448.8,3.1,48387,3689,667,1
QRY-555,PRD-000829,wireless headphones,TechBook 16 Laptop,1,805.74,3.3,3176,2474,122,1
QRY-747,PRD-000830,organic coffee beans,EcoTherm Smart Stat,1,729.11,2.8,29636,4159,756,1
QRY-365,PRD-000831,running shoes men,TechBook 16 Laptop,1,96.85,4,20665,3660,696,1
QRY-240,PRD-000832,running shoes men,NovaSound Pro Headphones,1,67.03,3.6,18461,3044,14,1
QRY-210,PRD-000833,smart thermostat,EcoTherm Smart Stat,1,614.14,2.5,40309,1650,97,0.9559
QRY-648,PRD-000834,running shoes men,EcoTherm Smart Stat,0,101.46,2.8,34391,631,253,0.63
QRY-773,PRD-000835,organic coffee beans,TechBook 16 Laptop,1,846.64,2.8,9600,973,493,1
QRY-227,PRD-000836,smart thermostat,NovaSound Pro Headphones,0,416.54,4.7,32118,4171,289,1
QRY-751,PRD-000837,organic coffee beans,TechBook 16 Laptop,1,627.7,4.3,30736,4459,171,1
QRY-273,PRD-000838,running shoes men,TrailMax Running Shoes,0,425.67,4,26332,3225,116,1
QRY-129,PRD-000839,running shoes men,TechBook 16 Laptop,0,338.34,3.5,33539,749,467,0.8088
QRY-344,PRD-000840,running shoes men,TrailMax Running Shoes,1,953.44,4.7,22436,4904,457,1
QRY-467,PRD-000841,smart thermostat,Mountain Roast Coffee,1,287.61,4,20522,3441,705,1
QRY-626,PRD-000842,laptop 16gb ram,NovaSound Pro Headphones,1,717.11,3.9,22954,1913,740,1
QRY-304,PRD-000843,running shoes men,EcoTherm Smart Stat,1,786.7,3.6,33938,444,206,1
QRY-520,PRD-000844,smart thermostat,Mountain Roast Coffee,0,156.36,4.3,8222,1859,487,0.8285
QRY-188,PRD-000845,laptop 16gb ram,TechBook 16 Laptop,1,47.18,4.7,2322,3044,33,1
QRY-308,PRD-000846,organic coffee beans,TechBook 16 Laptop,1,521.45,2.6,16928,4307,228,0.9717
QRY-180,PRD-000847,laptop 16gb ram,TechBook 16 Laptop,1,543.52,2.7,25991,360,566,1
QRY-950,PRD-000848,running shoes men,Mountain Roast Coffee,1,408.66,4.1,28137,1309,422,1
QRY-114,PRD-000849,wireless headphones,Mountain Roast Coffee,1,586.75,3.7,25329,1301,395,1
QRY-397,PRD-000850,running shoes men,NovaSound Pro Headphones,1,756.05,3,10974,2691,444,1
QRY-296,PRD-000851,smart thermostat,Mountain Roast Coffee,1,198.79,4.4,49981,3312,310,1
QRY-465,PRD-000852,smart thermostat,TrailMax Running Shoes,1,350.94,3.8,14518,3041,621,1
QRY-118,PRD-000853,smart thermostat,NovaSound Pro Headphones,1,394.73,3.6,9746,2705,338,1
QRY-986,PRD-000854,organic coffee beans,TechBook 16 Laptop,1,913.48,3.3,15360,3594,379,1
QRY-734,PRD-000855,smart thermostat,EcoTherm Smart Stat,1,585.51,3.9,43333,1318,463,1
QRY-456,PRD-000856,running shoes men,TechBook 16 Laptop,0,951.06,3.7,35882,1470,168,0.9934
QRY-953,PRD-000857,laptop 16gb ram,NovaSound Pro Headphones,0,828.07,3.6,8079,3745,17,0.7587
QRY-362,PRD-000858,organic coffee beans,NovaSound Pro Headphones,0,829.95,4,711,3204,436,0.7953
QRY-959,PRD-000859,smart thermostat,EcoTherm Smart Stat,1,158.39,2.7,252,3792,214,1
QRY-599,PRD-000860,smart thermostat,TrailMax Running Shoes,0,113.74,3.7,18846,1233,604,0.9096
QRY-436,PRD-000861,wireless headphones,EcoTherm Smart Stat,1,55.31,3.1,1401,3055,160,1
QRY-465,PRD-000862,laptop 16gb ram,TechBook 16 Laptop,1,739.18,4.8,9500,4443,277,1
QRY-138,PRD-000863,running shoes men,EcoTherm Smart Stat,0,746.26,4.4,20202,2444,706,0.8394
QRY-384,PRD-000864,running shoes men,NovaSound Pro Headphones,0,972.21,3.2,14780,1139,658,0.8328
QRY-463,PRD-000865,organic coffee beans,Mountain Roast Coffee,0,298.23,4.7,16577,1872,365,0.9186
QRY-324,PRD-000866,organic coffee beans,EcoTherm Smart Stat,1,12.93,3.1,9369,427,548,1
QRY-879,PRD-000867,wireless headphones,EcoTherm Smart Stat,1,906.48,4.1,43503,1396,348,1
QRY-878,PRD-000868,smart thermostat,EcoTherm Smart Stat,1,146.33,2.6,29383,772,704,1
QRY-754,PRD-000869,laptop 16gb ram,Mountain Roast Coffee,1,629.45,4,3179,2376,733,1
QRY-525,PRD-000870,wireless headphones,TrailMax Running Shoes,1,127.69,2.8,16705,4642,663,1
QRY-787,PRD-000871,organic coffee beans,NovaSound Pro Headphones,0,99.41,2.9,45801,1311,308,0.6309
QRY-505,PRD-000872,wireless headphones,TrailMax Running Shoes,1,472.88,5,47919,1192,709,1
QRY-341,PRD-000873,smart thermostat,TrailMax Running Shoes,1,53.41,2.8,8616,253,647,1
QRY-824,PRD-000874,smart thermostat,EcoTherm Smart Stat,1,203.72,2.5,35148,713,96,0.9277
QRY-622,PRD-000875,smart thermostat,TechBook 16 Laptop,1,290.2,4.7,21608,1799,198,1
QRY-915,PRD-000876,organic coffee beans,TechBook 16 Laptop,1,987.09,4.8,16324,4786,759,1
QRY-809,PRD-000877,wireless headphones,Mountain Roast Coffee,0,888.82,4.1,2229,2894,298,1
QRY-660,PRD-000878,wireless headphones,TrailMax Running Shoes,1,667.89,4.8,34393,3426,266,1
QRY-873,PRD-000879,wireless headphones,TechBook 16 Laptop,1,492.06,4.4,43300,1673,773,1
QRY-712,PRD-000880,organic coffee beans,EcoTherm Smart Stat,0,28.73,3.3,18751,909,693,0.713
QRY-923,PRD-000881,laptop 16gb ram,EcoTherm Smart Stat,1,106,4.7,31452,874,47,1
QRY-300,PRD-000882,organic coffee beans,Mountain Roast Coffee,1,646.18,3.6,27925,1152,356,1
QRY-879,PRD-000883,laptop 16gb ram,TechBook 16 Laptop,0,750.66,3.2,28214,2758,568,0.792
QRY-439,PRD-000884,running shoes men,Mountain Roast Coffee,1,560.63,3.8,23049,1807,190,1
QRY-345,PRD-000885,wireless headphones,NovaSound Pro Headphones,1,272.2,4.1,48565,2239,5,1
QRY-337,PRD-000886,running shoes men,NovaSound Pro Headphones,1,931.45,3.2,47796,487,395,1
QRY-881,PRD-000887,laptop 16gb ram,TechBook 16 Laptop,0,540.46,2.9,27759,3475,588,0.7221
QRY-689,PRD-000888,running shoes men,Mountain Roast Coffee,0,720.45,4,29518,4550,624,1
QRY-243,PRD-000889,laptop 16gb ram,NovaSound Pro Headphones,1,568.82,2.6,4163,4787,102,1
QRY-562,PRD-000890,smart thermostat,Mountain Roast Coffee,1,608.88,4.8,3907,3442,690,1
QRY-757,PRD-000891,smart thermostat,TechBook 16 Laptop,1,981.41,3.5,45430,1215,585,1
QRY-963,PRD-000892,organic coffee beans,TrailMax Running Shoes,0,625.79,4.7,37897,2673,527,1
QRY-525,PRD-000893,smart thermostat,NovaSound Pro Headphones,0,523.71,4.4,16554,1679,526,1
QRY-759,PRD-000894,wireless headphones,EcoTherm Smart Stat,1,269.37,3.7,17094,417,39,1
QRY-526,PRD-000895,organic coffee beans,TechBook 16 Laptop,1,109.85,4.3,43611,3091,682,1
QRY-140,PRD-000896,wireless headphones,NovaSound Pro Headphones,0,191.46,3.9,36960,856,72,0.8516
QRY-782,PRD-000897,running shoes men,EcoTherm Smart Stat,0,621.66,4.8,27093,2684,680,1
QRY-151,PRD-000898,running shoes men,Mountain Roast Coffee,1,456.73,2.9,1267,3026,623,1
QRY-617,PRD-000899,laptop 16gb ram,TechBook 16 Laptop,0,56.82,4.4,19467,353,22,0.9275
QRY-241,PRD-000900,wireless headphones,TrailMax Running Shoes,1,321.98,4.8,19928,1320,70,1
QRY-944,PRD-000901,wireless headphones,Mountain Roast Coffee,0,247.52,3.4,35011,3493,467,0.9872
QRY-117,PRD-000902,wireless headphones,Mountain Roast Coffee,0,722.62,2.6,19224,3995,160,0.6001
QRY-591,PRD-000903,smart thermostat,NovaSound Pro Headphones,1,545.34,2.9,42809,2283,670,1
QRY-613,PRD-000904,running shoes men,TechBook 16 Laptop,0,192.4,4.8,26980,3978,339,1
QRY-662,PRD-000905,smart thermostat,Mountain Roast Coffee,1,777.51,4.3,26081,647,346,1
QRY-235,PRD-000906,smart thermostat,EcoTherm Smart Stat,1,768.06,3.8,25482,120,665,1
QRY-557,PRD-000907,laptop 16gb ram,Mountain Roast Coffee,1,428.46,3.8,6463,4596,477,1
QRY-743,PRD-000908,laptop 16gb ram,EcoTherm Smart Stat,0,214.33,4.8,24539,2944,627,0.9735
QRY-343,PRD-000909,smart thermostat,Mountain Roast Coffee,0,826.07,4.5,14562,2371,623,0.9238
QRY-741,PRD-000910,wireless headphones,NovaSound Pro Headphones,1,457.47,3.7,18893,71,600,1
QRY-904,PRD-000911,organic coffee beans,Mountain Roast Coffee,0,682.29,4.1,29081,1357,666,0.8016
QRY-859,PRD-000912,laptop 16gb ram,EcoTherm Smart Stat,0,995.74,3.5,31846,4857,422,0.7293
QRY-791,PRD-000913,organic coffee beans,EcoTherm Smart Stat,0,903.3,3.5,36801,1905,630,0.809
QRY-580,PRD-000914,wireless headphones,NovaSound Pro Headphones,1,876.37,3.1,27259,327,5,1
QRY-596,PRD-000915,organic coffee beans,TechBook 16 Laptop,1,926.4,4.9,9635,4324,684,1
QRY-843,PRD-000916,organic coffee beans,Mountain Roast Coffee,0,269.6,4.8,20485,4351,794,1
QRY-448,PRD-000917,smart thermostat,TrailMax Running Shoes,1,768.56,3.5,29803,3602,43,1
QRY-574,PRD-000918,organic coffee beans,EcoTherm Smart Stat,0,59.27,3.9,32053,2469,633,0.8146
QRY-972,PRD-000919,running shoes men,NovaSound Pro Headphones,1,742.24,2.9,35041,3809,105,1
QRY-288,PRD-000920,organic coffee beans,EcoTherm Smart Stat,1,421.59,4.7,6664,2329,593,1
